Free_category_count,Neutral_category_count,Busy_Category_count,System_category_count,Battery_level,Battery_status,Background,Foreground,Service,Visible,Perceptible,Unknown,TimeStamp
5,2,3,17,75,charging,0,1,26,0,0,0,2019
3,2,3,18,85,charging,0,0,26,0,0,0,1930
5,4,3,17,67,charging,0,0,29,0,0,0,0938
5,4,2,20,86,charging,0,1,30,0,0,0,0506
6,2,2,29,85,charging,0,0,39,0,0,0,1625
5,2,1,17,50,charging,0,0,25,0,0,0,1915
5,3,2,18,61,discharging,0,1,27,0,0,0,1921
5,2,1,15,95,discharging,0,0,23,0,0,0,2005
8,2,2,22,88,discharging,0,0,34,0,0,0,0211
5,3,2,15,75,charging,0,0,25,0,0,0,2143
6,3,1,28,71,charging,0,0,38,0,0,0,1924
5,3,3,18,55,charging,0,0,29,0,0,0,2004
5,2,1,22,41,discharging,0,0,30,0,0,0,0024
7,3,1,26,89,charging,0,0,37,0,0,0,1224
5,4,2,17,84,discharging,0,0,28,0,0,0,0146
5,2,2,16,72,charging,0,0,25,0,0,0,0855
6,2,2,31,85,charging,0,0,41,0,0,0,1042
5,2,2,19,45,discharging,0,0,28,0,0,0,0912
5,3,3,17,68,charging,0,0,28,0,0,0,0557
5,4,2,17,35,charging,0,0,28,0,0,0,1014
5,3,2,18,44,charging,0,0,28,0,0,0,1301
6,4,2,23,66,charging,0,0,34,0,0,0,0655
5,3,2,17,56,charging,0,0,27,0,0,0,1025
6,3,1,30,88,charging,0,0,40,0,0,0,2020
5,2,1,16,70,charging,0,0,24,0,0,0,1324
5,3,2,18,75,discharging,0,0,28,0,0,0,2118
7,3,1,26,94,charging,0,0,37,0,0,0,0917
7,4,1,26,84,charging,0,0,38,0,0,0,0706
7,4,1,26,65,charging,0,0,38,0,0,0,0642
5,2,1,27,79,charging,0,0,35,0,0,0,0758
5,3,1,27,64,charging,0,0,36,0,0,0,0628
5,2,2,17,98,charging,0,0,26,0,0,0,2051
5,3,2,20,79,charging,0,0,30,0,0,0,0855
7,4,1,26,86,discharging,0,0,38,0,0,0,0930
5,2,3,17,93,discharging,0,0,27,0,0,0,1043
5,2,2,15,72,charging,0,0,24,0,0,0,1031
5,5,1,23,76,charging,0,0,34,0,0,0,1313
6,2,3,17,92,charging,0,0,28,0,0,0,2311
5,3,2,17,96,discharging,0,0,27,0,0,0,0632
6,4,2,29,83,charging,0,0,41,0,0,0,0713
1,0,0,0,99,charging,0,0,1,0,0,0,1143
5,2,2,16,85,charging,0,0,25,0,0,0,1219
5,3,3,16,87,charging,0,0,27,0,0,0,1042
7,3,1,28,87,discharging,0,0,39,0,0,0,1824
6,3,2,29,69,charging,0,0,40,0,0,0,2115
4,2,2,20,71,discharging,0,0,28,0,0,0,0635
6,2,3,17,89,charging,0,0,28,0,0,0,1834
5,3,2,17,79,discharging,0,0,27,0,0,0,0428
5,3,1,27,74,charging,0,0,36,0,0,0,2020
7,3,0,28,36,charging,0,0,38,0,0,0,0032
6,4,2,21,73,discharging,0,0,33,0,0,0,1903
5,2,3,18,93,discharging,0,0,28,0,0,0,1452
5,3,2,17,76,discharging,0,0,27,0,0,0,1000
1,0,0,0,92,charging,0,0,1,0,0,0,0106
8,3,2,21,51,charging,0,0,32,0,0,0,0637
9,6,2,27,57,charging,0,0,39,0,0,0,0654
6,3,3,15,48,discharging,0,0,25,0,0,0,0909
5,3,1,18,61,discharging,0,0,27,0,0,0,2237
6,2,2,29,97,discharging,0,0,39,0,0,0,0721
3,2,3,17,91,charging,0,0,25,0,0,0,1322
7,4,1,26,57,charging,0,0,38,0,0,0,0810
5,3,1,18,73,discharging,0,0,27,0,0,0,2015
6,3,1,29,73,discharging,0,1,38,0,0,0,1958
1,0,0,0,81,charging,0,0,1,0,0,0,1147
5,3,2,17,99,charging,0,1,26,0,0,0,1259
5,3,2,17,71,discharging,0,0,27,0,0,0,0526
4,2,3,15,87,charging,0,0,24,0,0,0,1139
5,3,2,18,89,charging,0,0,28,0,0,0,2054
6,2,2,26,93,discharging,0,0,36,0,0,0,1504
5,5,2,20,97,discharging,0,0,32,0,0,0,1918
5,3,2,17,50,discharging,0,0,27,0,0,0,1821
5,3,2,15,79,charging,0,0,25,0,0,0,1053
6,3,1,25,84,charging,0,0,35,0,0,0,0820
5,2,1,27,71,charging,0,0,35,0,0,0,2220
5,3,2,17,46,discharging,0,0,27,0,0,0,0122
5,3,3,18,64,discharging,0,0,29,0,0,0,0612
5,2,0,19,87,charging,0,0,26,0,0,0,2013
4,2,3,17,1,charging,0,0,26,0,0,0,1144
5,3,2,15,94,discharging,0,0,25,0,0,0,1503
5,2,3,17,51,discharging,0,0,27,0,0,0,1144
5,3,1,27,72,charging,0,0,36,0,0,0,2159
5,4,2,17,90,charging,0,0,28,0,0,0,1325
6,2,2,30,90,charging,0,0,40,0,0,0,1102
5,2,1,29,86,charging,0,0,37,0,0,0,0707
5,2,1,30,98,charging,0,0,38,0,0,0,0314
5,3,2,17,87,charging,0,0,27,0,0,0,0311
6,4,1,26,65,discharging,0,0,37,0,0,0,1911
5,3,2,17,72,charging,0,0,27,0,0,0,1115
7,3,2,21,52,charging,0,0,33,0,0,0,1046
5,3,2,17,93,charging,0,0,27,0,0,0,0325
5,2,2,18,86,charging,0,0,27,0,0,0,0215
5,2,2,16,92,discharging,0,0,25,0,0,0,2245
5,3,1,27,87,charging,0,0,36,0,0,0,2157
6,3,1,21,87,discharging,0,0,31,0,0,0,0722
5,3,3,18,86,charging,0,0,29,0,0,0,1004
7,4,2,21,85,charging,0,0,34,0,0,0,1128
5,2,1,29,85,charging,0,0,37,0,0,0,1643
5,3,2,16,66,charging,0,0,26,0,0,0,1025
5,2,2,18,38,charging,0,0,27,0,0,0,0520
5,3,3,18,69,charging,0,0,29,0,0,0,2025
5,3,2,17,60,charging,0,0,27,0,0,0,2305
5,2,2,17,69,discharging,0,0,26,0,0,0,0330
5,3,2,17,96,discharging,0,0,27,0,0,0,2333
5,2,3,16,76,charging,0,0,26,0,0,0,1747
5,2,1,28,91,charging,0,0,36,0,0,0,1746
5,3,1,29,44,charging,0,0,38,0,0,0,2203
5,3,2,18,85,discharging,0,0,28,0,0,0,1733
5,5,2,20,85,charging,0,0,32,0,0,0,0755
4,3,3,18,74,charging,0,0,28,0,0,0,1044
5,2,2,16,96,charging,0,0,25,0,0,0,1113
7,2,3,17,70,charging,0,0,29,0,0,0,0507
5,4,2,17,42,charging,0,0,28,0,0,0,1125
5,2,2,17,67,charging,0,1,25,0,0,0,0519
4,2,3,17,87,discharging,0,0,26,0,0,0,1059
5,4,2,17,89,discharging,0,0,28,0,0,0,1831
5,3,2,16,59,charging,0,0,26,0,0,0,1357
4,2,4,17,78,charging,0,0,27,0,0,0,0232
6,4,1,29,75,charging,0,0,40,0,0,0,1052
5,4,2,17,84,discharging,0,0,28,0,0,0,1808
6,3,2,30,61,charging,0,0,41,0,0,0,0318
5,4,2,27,73,charging,0,0,38,0,0,0,2127
6,3,1,25,79,discharging,0,0,35,0,0,0,1110
7,3,1,26,62,charging,0,0,37,0,0,0,0821
7,2,3,17,97,discharging,0,0,29,0,0,0,0737
5,2,2,18,76,discharging,0,0,27,0,0,0,2004
5,2,2,30,91,discharging,0,0,39,0,0,0,0415
5,3,2,18,71,discharging,0,0,28,0,0,0,1908
5,4,3,17,84,charging,0,0,29,0,0,0,0659
5,2,3,17,87,charging,0,0,27,0,0,0,2041
6,3,2,22,61,charging,0,0,33,0,0,0,0855
5,3,2,17,79,charging,0,0,27,0,0,0,1123
5,3,1,27,91,charging,0,0,36,0,0,0,0706
4,1,1,25,68,charging,0,0,31,0,0,0,1950
2,0,0,0,45,discharging,0,0,1,0,0,0,1133
5,4,2,17,68,discharging,0,0,28,0,0,0,2051
6,4,2,28,65,charging,0,0,40,0,0,0,0635
7,4,2,27,56,discharging,0,0,39,0,0,0,0442
5,4,1,27,48,discharging,0,0,37,0,0,0,1850
5,3,3,19,77,discharging,0,0,30,0,0,0,2308
5,3,2,28,56,discharging,0,0,37,0,0,0,0129
5,2,2,16,74,discharging,0,1,24,0,0,0,0548
5,4,1,20,71,discharging,0,0,30,0,0,0,1719
5,3,1,28,90,discharging,0,0,37,0,0,0,1156
5,2,2,16,85,charging,0,0,25,0,0,0,0718
6,2,2,17,56,charging,0,0,26,0,0,0,1007
5,4,2,17,63,charging,0,0,28,0,0,0,0632
6,3,1,27,50,charging,0,0,37,0,0,0,0735
6,2,1,29,60,charging,0,1,37,0,0,0,1959
5,2,3,17,80,charging,0,0,27,0,0,0,1124
6,2,2,29,68,charging,0,0,39,0,0,0,0545
5,4,2,16,94,discharging,0,0,27,0,0,0,1708
5,3,3,18,71,discharging,0,0,29,0,0,0,1114
7,3,2,21,95,charging,0,0,33,0,0,0,1151
6,3,2,19,82,charging,0,0,30,0,0,0,1051
5,3,3,16,91,discharging,0,0,27,0,0,0,0424
5,2,3,16,63,charging,0,0,26,0,0,0,1150
6,2,2,26,79,charging,0,0,36,0,0,0,1746
5,3,2,18,71,charging,0,1,27,0,0,0,0614
5,4,2,18,49,charging,0,0,29,0,0,0,1033
5,3,2,16,45,charging,0,0,26,0,0,0,2236
5,3,3,18,92,charging,0,0,29,0,0,0,2045
5,3,3,18,75,discharging,0,0,29,0,0,0,1046
5,4,2,17,64,charging,0,0,28,0,0,0,1149
6,3,1,28,90,charging,0,0,38,0,0,0,1703
5,2,2,16,48,discharging,0,0,25,0,0,0,1726
5,2,2,18,97,charging,0,0,27,0,0,0,1155
6,2,1,26,65,charging,0,0,35,0,0,0,1158
5,3,2,15,89,charging,0,0,25,0,0,0,2203
6,2,2,18,95,discharging,0,0,28,0,0,0,1124
7,2,2,22,99,discharging,0,0,33,0,0,0,0817
5,4,2,17,44,charging,0,0,28,0,0,0,0559
3,2,3,17,91,charging,0,0,25,0,0,0,1941
6,3,1,26,94,discharging,0,0,36,0,0,0,0836
6,4,1,27,65,charging,0,0,38,0,0,0,0831
5,2,3,15,60,charging,0,0,25,0,0,0,1011
5,2,3,15,71,charging,0,0,25,0,0,0,0528
5,3,2,17,33,discharging,0,0,27,0,0,0,0403
6,2,2,17,53,discharging,0,0,27,0,0,0,1153
6,2,1,28,96,charging,0,0,37,0,0,0,2310
5,2,3,16,38,charging,0,0,26,0,0,0,2301
4,3,3,18,87,charging,0,0,28,0,0,0,1842
1,0,0,0,90,charging,0,0,1,0,0,0,0645
5,2,2,17,77,discharging,0,0,26,0,0,0,0343
5,3,2,16,33,charging,0,0,26,0,0,0,1212
5,4,2,17,68,charging,0,1,27,0,0,0,0559
6,3,2,17,70,charging,0,1,27,0,0,0,0916
5,3,1,27,90,charging,0,0,35,0,0,0,1839
5,2,2,18,85,discharging,0,0,27,0,0,0,0122
5,2,2,19,49,charging,0,0,28,0,0,0,2034
5,4,2,17,99,charging,0,0,28,0,0,0,0759
5,3,2,18,30,discharging,0,1,27,0,0,0,1928
5,4,3,14,74,charging,0,0,26,0,0,0,1245
6,2,2,29,92,charging,0,0,39,0,0,0,0620
5,2,1,16,80,charging,0,0,24,0,0,0,1336
5,2,3,16,69,charging,0,0,26,0,0,0,1157
4,2,4,17,70,charging,0,0,27,0,0,0,1433
5,3,3,19,37,discharging,0,0,30,0,0,0,1909
5,4,1,21,64,charging,0,0,31,0,0,0,0842
5,4,4,17,95,charging,0,0,30,0,0,0,2150
5,3,2,18,90,charging,0,0,28,0,0,0,0404
7,3,1,26,64,charging,0,0,37,0,0,0,0927
5,2,2,15,66,charging,0,0,24,0,0,0,0838
5,3,3,15,43,charging,0,0,26,0,0,0,1036
6,2,2,26,99,discharging,0,0,35,0,0,0,0859
5,3,3,18,97,charging,0,0,29,0,0,0,0959
5,2,2,16,60,discharging,0,0,25,0,0,0,1107
5,2,3,16,53,discharging,0,1,25,0,0,0,0031
4,3,4,18,57,charging,0,0,29,0,0,0,1025
5,4,2,16,60,charging,0,0,27,0,0,0,0102
6,2,2,24,81,discharging,0,0,33,0,0,0,1939
5,3,2,19,57,discharging,0,0,29,0,0,0,0226
4,2,3,16,89,charging,0,0,25,0,0,0,1158
5,2,3,19,77,discharging,0,0,29,0,0,0,2017
5,3,2,17,62,charging,0,1,26,0,0,0,0604
6,3,2,28,83,charging,0,0,39,0,0,0,0659
5,2,2,16,76,charging,0,0,25,0,0,0,1032
8,3,2,21,89,discharging,0,0,34,0,0,0,0527
6,3,2,21,89,charging,0,0,32,0,0,0,2052
5,3,2,17,41,discharging,0,1,26,0,0,0,1917
5,3,3,18,46,charging,0,0,29,0,0,0,2045
5,3,2,15,79,charging,0,0,25,0,0,0,2148
4,2,3,18,61,charging,0,0,27,0,0,0,0513
5,3,1,27,86,charging,0,0,36,0,0,0,1733
5,3,1,27,93,charging,0,0,36,0,0,0,0710
5,2,3,16,1,charging,0,0,26,0,0,0,1302
5,4,4,14,69,charging,0,0,27,0,0,0,1239
5,2,1,23,88,charging,0,0,31,0,0,0,2057
4,3,3,19,63,discharging,0,0,29,0,0,0,0816
5,3,1,17,63,charging,0,0,26,0,0,0,0707
4,3,3,17,72,discharging,0,0,27,0,0,0,2023
6,3,2,17,75,charging,0,0,28,0,0,0,1209
6,3,1,27,93,charging,0,0,37,0,0,0,0911
1,0,0,0,96,charging,0,0,1,0,0,0,2255
7,4,1,27,87,charging,0,0,39,0,0,0,0847
5,4,3,17,65,discharging,0,0,29,0,0,0,2204
5,3,1,15,95,charging,0,0,24,0,0,0,1146
3,2,3,17,93,charging,0,0,25,0,0,0,1126
5,4,1,20,69,charging,0,0,30,0,0,0,0431
5,3,2,17,63,charging,0,1,26,0,0,0,0605
5,3,2,20,71,charging,0,0,30,0,0,0,0729
5,3,2,16,96,charging,0,0,26,0,0,0,1435
5,3,1,17,38,charging,0,1,25,0,0,0,0506
5,3,1,25,92,discharging,0,0,34,0,0,0,2110
5,2,2,16,64,charging,0,0,25,0,0,0,0910
5,2,2,22,80,charging,0,0,31,0,0,0,1731
5,3,2,15,50,discharging,0,0,25,0,0,0,1123
5,3,1,27,95,charging,0,0,36,0,0,0,2329
5,3,2,17,69,charging,0,1,26,0,0,0,0612
5,2,3,16,41,charging,0,0,26,0,0,0,2333
6,3,2,21,55,charging,0,0,32,0,0,0,2007
5,2,2,19,93,charging,0,0,28,0,0,0,2137
5,3,2,17,56,charging,0,0,27,0,0,0,0754
6,2,2,27,75,discharging,0,0,37,0,0,0,1352
5,5,2,20,86,charging,0,0,32,0,0,0,0757
5,3,2,18,68,charging,0,0,28,0,0,0,1634
6,2,3,17,86,discharging,0,0,28,0,0,0,0421
4,2,3,16,91,charging,0,0,25,0,0,0,1203
5,3,2,15,71,charging,0,0,25,0,0,0,1322
6,4,1,29,98,discharging,0,0,40,0,0,0,0358
6,3,2,21,52,charging,0,0,32,0,0,0,2003
6,3,1,27,40,charging,0,0,37,0,0,0,0801
6,3,2,17,43,charging,0,1,27,0,0,0,0545
5,3,3,17,86,charging,0,0,28,0,0,0,2046
6,3,1,28,67,discharging,0,1,37,0,0,0,2135
5,2,2,17,65,charging,0,0,26,0,0,0,2322
5,3,2,18,84,charging,0,0,28,0,0,0,1350
5,3,1,17,83,charging,0,0,26,0,0,0,0733
5,4,0,20,88,discharging,0,0,29,0,0,0,1430
5,2,2,16,46,charging,0,0,25,0,0,0,1053
6,3,1,26,75,discharging,0,0,36,0,0,0,1424
5,3,3,18,83,discharging,0,0,29,0,0,0,1403
5,2,2,16,36,charging,0,0,25,0,0,0,1043
5,3,3,16,50,discharging,0,0,27,0,0,0,1726
5,4,2,16,92,discharging,0,0,27,0,0,0,0406
5,2,2,16,85,charging,0,0,25,0,0,0,1209
3,2,3,18,91,charging,0,1,25,0,0,0,0447
6,2,2,15,64,charging,0,0,24,0,0,0,0943
5,4,2,19,54,charging,0,0,30,0,0,0,0901
5,2,2,18,56,charging,0,0,27,0,0,0,1209
5,2,2,27,56,charging,0,0,35,0,0,0,0512
5,2,2,16,69,discharging,0,0,25,0,0,0,0712
5,3,3,17,57,charging,0,1,27,0,0,0,0619
6,2,2,17,63,discharging,0,0,27,0,0,0,1142
5,2,2,16,86,charging,0,0,25,0,0,0,1221
6,2,1,28,77,charging,0,0,37,0,0,0,1932
5,4,1,21,78,discharging,0,1,30,0,0,0,1635
6,3,2,21,78,charging,0,0,32,0,0,0,2036
6,2,3,17,42,charging,0,0,26,0,0,0,2253
5,3,2,19,95,charging,0,1,28,0,0,0,1009
5,3,2,21,90,charging,0,0,31,0,0,0,1853
5,2,1,28,98,charging,0,0,36,0,0,0,1000
5,2,2,17,52,discharging,0,0,26,0,0,0,0750
6,2,2,29,67,charging,0,0,39,0,0,0,2039
5,2,3,18,80,discharging,0,0,28,0,0,0,0746
5,3,3,17,79,charging,0,1,27,0,0,0,0646
5,4,1,20,86,charging,0,0,30,0,0,0,0518
5,3,1,26,79,charging,0,0,35,0,0,0,0900
5,3,3,18,33,charging,0,0,29,0,0,0,0236
6,3,2,27,90,charging,0,0,38,0,0,0,1043
5,4,3,19,56,discharging,0,0,31,0,0,0,2235
5,3,3,16,96,discharging,0,0,27,0,0,0,2107
5,2,2,16,67,charging,0,0,25,0,0,0,1114
6,2,2,27,62,charging,0,0,37,0,0,0,2140
5,2,3,16,93,charging,0,0,26,0,0,0,1954
6,3,2,30,80,discharging,0,0,41,0,0,0,0705
5,3,2,28,72,charging,0,0,38,0,0,0,1638
4,2,3,18,95,discharging,0,0,27,0,0,0,0221
1,0,0,0,88,discharging,0,0,1,0,0,0,1928
5,2,3,18,76,discharging,0,0,28,0,0,0,0556
5,3,2,18,91,discharging,0,0,28,0,0,0,0949
5,4,2,17,66,discharging,0,0,28,0,0,0,0619
6,3,1,26,84,charging,0,0,36,0,0,0,0702
5,2,2,17,90,charging,0,0,26,0,0,0,1135
5,3,3,15,64,charging,0,0,26,0,0,0,1103
5,2,2,15,35,discharging,0,0,24,0,0,0,0847
6,2,2,26,96,discharging,0,0,36,0,0,0,1411
5,2,2,17,89,discharging,0,1,25,0,0,0,1807
3,2,3,17,83,discharging,0,0,25,0,0,0,0207
5,2,1,14,65,discharging,0,0,22,0,0,0,0736
5,4,1,19,74,charging,0,0,29,0,0,0,2016
1,0,0,0,83,discharging,0,0,1,0,0,0,0320
4,2,3,16,95,charging,0,0,25,0,0,0,1214
1,0,0,0,72,discharging,0,0,1,0,0,0,1507
6,3,2,27,94,charging,0,0,38,0,0,0,0850
5,3,2,18,73,charging,0,0,28,0,0,0,1336
6,3,1,27,81,discharging,0,1,36,0,0,0,1816
5,2,3,16,92,charging,0,0,26,0,0,0,1223
6,4,3,18,64,discharging,0,0,31,0,0,0,2215
5,2,2,26,93,discharging,0,0,35,0,0,0,2302
5,2,2,16,70,discharging,0,0,25,0,0,0,0700
5,4,2,17,30,charging,0,0,28,0,0,0,1112
4,3,4,18,61,charging,0,0,29,0,0,0,1028
6,2,2,21,65,charging,0,0,31,0,0,0,0810
5,2,2,18,96,discharging,0,0,27,0,0,0,1716
5,3,3,17,65,charging,0,0,28,0,0,0,0553
6,2,1,28,73,charging,0,0,37,0,0,0,2229
5,2,1,28,86,charging,0,0,36,0,0,0,1648
5,2,2,18,81,discharging,0,1,26,0,0,0,0123
6,3,2,17,82,charging,0,0,28,0,0,0,1322
5,2,3,18,38,discharging,0,0,28,0,0,0,1031
5,4,2,20,43,charging,0,0,30,0,0,0,0940
5,4,1,21,65,charging,0,1,30,0,0,0,0505
6,4,1,26,58,charging,0,0,37,0,0,0,0723
5,2,2,15,55,charging,0,0,24,0,0,0,0822
5,3,2,16,82,charging,0,0,26,0,0,0,0915
5,3,3,16,82,charging,0,0,27,0,0,0,1033
5,3,3,18,63,discharging,0,0,29,0,0,0,0954
5,2,2,16,64,charging,0,0,25,0,0,0,0233
6,3,2,19,63,discharging,0,0,30,0,0,0,2027
4,2,4,17,76,charging,0,0,27,0,0,0,0229
1,0,0,0,83,charging,0,0,1,0,0,0,1150
5,3,2,18,88,discharging,0,0,28,0,0,0,0908
5,2,3,18,67,discharging,0,0,28,0,0,0,2350
5,4,3,17,64,charging,0,0,29,0,0,0,1259
5,2,2,17,93,discharging,0,0,26,0,0,0,1639
5,4,2,17,63,discharging,0,0,28,0,0,0,2144
5,3,2,17,85,charging,0,0,27,0,0,0,1100
6,3,1,22,85,discharging,0,0,32,0,0,0,0942
5,3,2,18,30,charging,0,0,28,0,0,0,0523
6,5,2,18,30,charging,0,0,29,0,0,0,0543
5,3,1,29,56,charging,0,0,38,0,0,0,0150
5,2,2,16,66,charging,0,0,25,0,0,0,2333
6,3,2,27,48,discharging,0,0,37,0,0,0,0621
5,3,1,15,75,discharging,0,0,24,0,0,0,0349
6,2,2,17,55,discharging,0,0,27,0,0,0,1203
6,2,2,29,73,discharging,0,0,39,0,0,0,0230
6,4,1,25,82,discharging,0,0,36,0,0,0,1014
6,2,1,25,94,charging,0,0,34,0,0,0,2038
3,2,3,18,90,discharging,0,1,25,0,0,0,1823
5,4,2,17,38,discharging,0,0,28,0,0,0,0227
5,4,3,17,68,discharging,0,0,29,0,0,0,0139
3,2,3,18,81,charging,0,0,25,0,0,0,0415
5,3,1,15,89,discharging,0,0,24,0,0,0,1103
6,2,2,15,81,charging,0,0,25,0,0,0,0711
4,2,3,16,86,charging,0,0,25,0,0,0,1153
6,4,2,27,82,charging,0,0,39,0,0,0,1028
5,2,4,17,60,charging,0,0,28,0,0,0,0301
5,3,2,16,70,charging,0,0,26,0,0,0,1206
5,2,3,18,51,charging,0,0,28,0,0,0,1044
5,4,2,18,89,discharging,0,1,28,0,0,0,1904
8,2,2,22,85,discharging,0,0,34,0,0,0,1605
3,2,2,17,69,charging,0,0,24,0,0,0,0746
5,3,3,15,46,charging,0,0,26,0,0,0,0243
4,2,3,17,93,discharging,0,0,26,0,0,0,1810
5,3,3,18,84,discharging,0,1,28,0,0,0,1921
5,5,2,17,37,discharging,0,0,29,0,0,0,0329
5,4,2,17,37,charging,0,0,28,0,0,0,1016
5,3,3,17,69,discharging,0,0,28,0,0,0,0711
5,2,2,16,64,charging,0,0,25,0,0,0,1111
6,3,1,30,56,discharging,0,0,40,0,0,0,1844
5,3,1,30,67,charging,0,0,39,0,0,0,1020
5,3,2,18,89,discharging,0,0,28,0,0,0,1151
5,2,1,26,84,charging,0,0,34,0,0,0,2308
5,4,2,17,56,discharging,0,1,27,0,0,0,0535
6,3,2,19,24,discharging,0,0,30,0,0,0,2012
5,3,3,18,78,discharging,0,1,28,0,0,0,1954
5,2,3,16,83,charging,0,0,26,0,0,0,1321
5,3,3,19,86,discharging,0,1,29,0,0,0,1919
5,5,1,22,74,discharging,0,0,33,0,0,0,1916
5,3,1,28,75,charging,0,0,37,0,0,0,0602
7,2,1,29,91,charging,0,0,39,0,0,0,1133
5,2,2,16,73,charging,0,0,25,0,0,0,1354
6,2,3,27,51,charging,0,1,36,0,0,0,0612
6,3,2,26,91,discharging,0,0,37,0,0,0,0242
5,2,1,26,83,discharging,0,0,34,0,0,0,0209
6,4,2,17,78,discharging,0,0,27,0,0,0,0813
5,3,1,29,50,charging,0,0,38,0,0,0,0856
6,2,2,18,68,discharging,0,0,28,0,0,0,1110
7,3,3,29,95,discharging,0,0,40,0,0,0,0158
5,5,1,20,65,charging,0,0,31,0,0,0,0436
8,3,3,24,61,discharging,0,0,35,0,0,0,1922
5,4,3,16,79,discharging,0,0,28,0,0,0,2240
5,3,3,18,1,charging,0,0,29,0,0,0,1015
5,3,1,26,81,charging,0,0,35,0,0,0,0558
7,3,1,26,70,charging,0,0,37,0,0,0,0648
5,2,1,17,79,charging,0,0,25,0,0,0,1949
5,4,1,21,83,discharging,0,0,31,0,0,0,1041
6,3,2,17,80,discharging,0,0,27,0,0,0,2314
6,2,2,18,77,discharging,0,0,28,0,0,0,2022
1,0,0,0,92,discharging,0,0,1,0,0,0,2255
5,3,3,17,72,charging,0,0,28,0,0,0,2027
7,3,1,26,84,charging,0,0,37,0,0,0,0828
5,3,3,18,71,charging,0,0,29,0,0,0,0944
5,3,1,26,45,discharging,0,1,34,0,0,0,2044
1,0,0,0,96,discharging,0,0,1,0,0,0,0720
5,4,3,18,54,discharging,0,0,30,0,0,0,2315
5,3,2,17,89,discharging,0,0,27,0,0,0,1950
6,2,2,27,87,discharging,0,0,37,0,0,0,1725
5,3,3,17,89,charging,0,0,28,0,0,0,2051
6,3,2,19,70,discharging,0,0,30,0,0,0,0948
5,3,2,15,25,charging,0,0,25,0,0,0,1003
5,3,1,28,79,charging,0,0,37,0,0,0,0607
6,2,2,29,71,charging,0,0,39,0,0,0,0657
5,2,2,18,80,charging,0,0,27,0,0,0,2023
5,2,2,18,46,charging,0,1,26,0,0,0,0530
5,3,1,29,78,discharging,0,0,38,0,0,0,1646
5,3,1,29,57,charging,0,0,38,0,0,0,1000
5,3,3,19,63,discharging,0,1,29,0,0,0,0722
7,2,3,17,84,discharging,0,0,29,0,0,0,1021
5,2,2,18,76,discharging,0,0,27,0,0,0,2207
6,2,2,27,73,charging,0,0,37,0,0,0,0805
6,3,1,27,48,charging,0,0,37,0,0,0,0732
5,4,3,17,77,charging,0,0,29,0,0,0,0650
5,2,2,14,1,charging,0,0,23,0,0,0,0935
6,3,1,29,90,charging,0,0,39,0,0,0,2344
5,3,3,17,41,charging,0,0,28,0,0,0,0229
6,3,1,25,79,charging,0,0,35,0,0,0,0812
5,2,2,15,97,discharging,0,0,24,0,0,0,2252
6,3,2,19,83,charging,0,0,30,0,0,0,0934
5,2,2,21,83,charging,0,0,30,0,0,0,1840
6,2,2,21,68,charging,0,0,31,0,0,0,0814
7,3,2,22,48,charging,0,0,34,0,0,0,2107
6,3,2,22,52,charging,0,0,33,0,0,0,0944
6,4,1,20,85,charging,0,0,31,0,0,0,0806
5,3,2,17,70,charging,0,0,27,0,0,0,0708
5,2,1,28,76,charging,0,0,36,0,0,0,1640
6,3,2,19,72,charging,0,0,30,0,0,0,0955
7,2,3,17,77,charging,0,0,29,0,0,0,0608
6,3,2,18,99,discharging,0,0,28,0,0,0,0854
7,4,1,27,79,discharging,0,0,37,0,0,0,2139
5,3,2,18,93,charging,0,0,28,0,0,0,2104
5,4,2,16,57,discharging,0,0,27,0,0,0,0026
5,4,1,19,71,charging,0,0,29,0,0,0,1957
5,3,1,15,90,discharging,0,0,24,0,0,0,1757
9,4,2,20,69,charging,0,0,35,0,0,0,0512
6,5,1,32,97,discharging,0,0,44,0,0,0,0340
4,3,3,18,69,discharging,0,1,27,0,0,0,0530
5,3,2,18,46,charging,0,0,28,0,0,0,0651
5,3,2,19,75,discharging,0,1,28,0,0,0,1848
5,3,2,15,94,discharging,0,0,25,0,0,0,2202
5,3,1,21,87,charging,0,0,30,0,0,0,1011
5,3,2,31,91,discharging,0,0,41,0,0,0,1100
5,2,1,28,90,discharging,0,0,36,0,0,0,1206
5,2,2,18,63,discharging,0,0,27,0,0,0,0238
4,2,4,17,82,charging,0,0,27,0,0,0,2042
6,2,1,28,93,charging,0,0,37,0,0,0,1715
5,3,2,15,63,discharging,0,0,25,0,0,0,0008
5,3,2,17,87,discharging,0,0,27,0,0,0,0321
1,0,0,0,91,charging,0,0,1,0,0,0,0104
7,3,2,27,93,discharging,0,0,39,0,0,0,0229
5,2,2,18,98,discharging,0,0,27,0,0,0,1713
5,4,6,18,76,charging,0,0,33,0,0,0,2004
6,2,2,30,87,discharging,0,0,40,0,0,0,1508
5,4,1,20,77,charging,0,1,29,0,0,0,0511
8,5,1,31,66,discharging,0,0,43,0,0,0,1837
5,4,2,23,86,discharging,0,0,33,0,0,0,0021
5,4,2,18,48,charging,0,0,29,0,0,0,1032
5,3,2,18,75,charging,0,0,28,0,0,0,0611
5,2,2,18,66,charging,0,0,27,0,0,0,1605
5,2,2,18,56,charging,0,0,27,0,0,0,1004
